CBDREGNO,SMILES,InChI Key,Type
14423,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,MKSKYQRHTNJUQW-QODXOHEASA-N,PROTAC
14424,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,JAAKRSQGFDJWDS-TXEYEHERSA-N,PROTAC
14425,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCSc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,TWCFWEHANZOMMT-MBCWZBCWSA-N,PROTAC
14426,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,WIZBVHMLDHLECJ-TZYYSAMKSA-N,PROTAC
14427,COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCCSc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,IOKTZXUZFODMHA-TXEYEHERSA-N,PROTAC
14428,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,QLJGVGLWSVIBJT-SKCDSABHSA-N,PROTAC
14429,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCOCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,ZCDQIQWBIAPDMR-XLTVJXRZSA-N,PROTAC
14430,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCOCCOCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,HGZCIRSOYPYTIJ-CYZZXXEPSA-N,PROTAC
14431,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCOCCOCCOCCSc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,DPZHVPPYHRCCEZ-CDRRMRQFSA-N,PROTAC
14432,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCOCCOCCSc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,WTURUPHCGIYKPB-CDRRMRQFSA-N,PROTAC
14433,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCOCCOCCOCCOCCOCCSc1cccc3c1CN(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,SXNLGLXWEHSEHU-TYIYNAFKSA-N,PROTAC
14570,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)C(C)(C)C)cc1,HLAGSJQGBUPOEJ-SQKKEFIPSA-N,PROTAC
14571,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOc4ccc(-c5ccc6c(c5)[nH]c5ccncc56)cn4)c3C2=O)C(=O)N1,AATVMOSBSQSNLQ-UHFFFAOYSA-N,PROTAC
14572,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOc4ccc(-c5ccc6c(c5)[nH]c5ccncc56)cn4)c3C2=O)C(=O)N1,NREONVGYYJVMFO-UHFFFAOYSA-N,PROTAC
14573,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)C(C)(C)C)cc1,CACJVMQTOTZMDA-MJWYEJTISA-N,PROTAC
14574,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)C(C)(C)C)cc1,ZSWSKQGUTXDIKP-LTJJNQLXSA-N,PROTAC
14575,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,QDYCZXYENFOJBV-UJGSORPVSA-N,PROTAC
14576,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,FJXCHXJWHUMYMF-WLIZDPAJSA-N,PROTAC
14577,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,SWZPIEWFQWXZAH-KTHCSKACSA-N,PROTAC
14578,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,VPMFLWYPHFHVJS-DRTKLYQKSA-N,PROTAC
14579,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,YRLAIBUMZBUPLD-WLIZDPAJSA-N,PROTAC
14580,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,BVNLXFZPDZBMKO-GHQMMORDSA-N,PROTAC
14581,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,RVJSXCWHTXLFEO-GBCLNNBMSA-N,PROTAC
14582,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,ORWJSBUYUAPGIK-SUNRXTGUSA-N,PROTAC
14583,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,QPTMOLJRVSRAKM-GHQMMORDSA-N,PROTAC
14584,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,URPVPWUXXPEWPT-GBCLNNBMSA-N,PROTAC
14585,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,HCIUJAOZYFYGIN-SETDLGKXSA-N,PROTAC
14586,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,INHKIMHBSOOXJZ-SUNRXTGUSA-N,PROTAC
14587,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,RVNNPHJHLAWJTE-DRTKLYQKSA-N,PROTAC
14588,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,BAXOYRNJGNAFDZ-XAEGYBRMSA-N,PROTAC
14589,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCN4CCN(c5ccn6c(n5)nc5ccccc56)CC4)c3C2=O)C(=O)N1,AOHRTNQSOCHWJM-UHFFFAOYSA-N,PROTAC
14590,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCN4CCN(c5ccn6c(n5)nc5ccccc56)CC4)c3C2=O)C(=O)N1,AATXVOMBRBKXLW-UHFFFAOYSA-N,PROTAC
14591,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,WISBROMLCZHSLU-DCFQOXSYSA-N,PROTAC
14592,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,ZGRXPEXPPPTFLV-ZMBYZLNHSA-N,PROTAC
14593,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,KWJHLOUYAKGMPN-ZKAWRXRFSA-N,PROTAC
14594,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,CBQGNSVECJLOQA-AVWGHWOPSA-N,PROTAC
14595,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,XJHGNSGOYHHONQ-ILGHAVELSA-N,PROTAC
14596,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,ABEZPOXGTPRKJR-NVWRJLKUSA-N,PROTAC
14597,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,IXAVYCCQOGICMK-DCFQOXSYSA-N,PROTAC
14598,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,LELNLYGFAMEDMP-ZMBYZLNHSA-N,PROTAC
14599,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,LMSPHNGDNUZHSQ-ZKAWRXRFSA-N,PROTAC
14600,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,GYRLVVRRMLQTIP-AVWGHWOPSA-N,PROTAC
14601,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,SGVUWNUMCQTSFR-QIWIAYTASA-N,PROTAC
14602,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,BPKJTGLHIOOPJD-PFOSDVPFSA-N,PROTAC
14603,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCCOc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,LUZDOKVXFJEVIT-OXKPSKKCSA-N,PROTAC
14604,CN(C)c1ccc(-c2ccc3cc(OCCCOCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc3n2)cc1,FMFTWIHZFOFXRU-UHFFFAOYSA-N,PROTAC
14605,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCC(=O)N4CCN(c5ccn6c(n5)nc5ccccc56)CC4)c3C2=O)C(=O)N1,UDVOBDOOFICMTP-UHFFFAOYSA-N,PROTAC
14606,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCC(=O)N4CCN(c5ccn6c(n5)nc5ccccc56)CC4)c3C2=O)C(=O)N1,MGUZFRYEFWDWCI-UHFFFAOYSA-N,PROTAC
14607,CN(C)c1ccc(-c2ccc3cc(OCCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc3n2)cc1,XOYUWRLUXADZHG-UHFFFAOYSA-N,PROTAC
14608,CN(C)c1ccc(-c2ccc3cc(OCC(O)COCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc3n2)cc1,GNERNYRFMRWWPA-UHFFFAOYSA-N,PROTAC
14609,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(O)COc2ccc3nc(-c4ccc(N(C)C)cc4)ccc3c2)C(C)(C)C)cc1,HUGJLRSWKLMTDX-GAQXNRABSA-N,PROTAC
14610,CN(C)c1ccc(-c2ccc3cc(OCC(O)COCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)ccc3n2)cc1,HSIMARRWGFKVSU-UHFFFAOYSA-N,PROTAC
14611,Cn1c2ccncc2c2ccc(-c3ccc(OCCOCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc3)cc21,DYHSEFBZGLSWGB-UHFFFAOYSA-N,PROTAC
14612,O=C1CCC(N2Cc3c(OCCOCCOCCOCCOCCOc4ccc(-c5ccc6c(c5)[nH]c5ccncc56)cn4)cccc3C2=O)C(=O)N1,WHEJEKIDWCODCQ-UHFFFAOYSA-N,PROTAC
14613,O=C1CCC(N2C(=O)c3ccc(OCCCCCN4CCN(CCO[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)CC4)cc3C2=O)C(=O)N1,VTUAXGNGFJAOCJ-WIDQNFKDSA-N,PROTAC
14614,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(C#COc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,IHKHIIHXZKTBKK-WIYXFFCHSA-N,PROTAC
14615,O=C1CCC(N2C(=O)c3ccc(OCCCCCc4ccc(O[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)cn4)cc3C2=O)C(=O)N1,FQZSDYFGUSEVQL-LYTIDBDVSA-N,PROTAC
14616,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(CCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,PQGCFLLJGTWIAC-UDFALXFKSA-N,PROTAC
14617,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(C#CCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,WYIIRYREMBUEAQ-OJIVUOFHSA-N,PROTAC
14618,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(CCCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,YBJWWTRBPMTOSG-OJIVUOFHSA-N,PROTAC
14619,Cn1c2ccncc2c2ccc(-c3cnc(O[C@H]4C[C@H](OCCCOCCCN5CC(Oc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)c(C(F)(F)F)c3)cc21,LIFHTJVKOPKOBO-QZHRDHLUSA-N,PROTAC
14620,Cn1c2ccncc2c2ccc(-c3cnc(OCCOCCOCCOCCOCCOc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3Cl)cc21,OGGAIQDBNSGMLT-UHFFFAOYSA-N,PROTAC
14621,Cn1c2ccncc2c2ccc(-c3ccc(N4CC(OCCCCCOCCCCCOc5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)nc3)cc21,ZWFFGSOPQDJODI-UHFFFAOYSA-N,PROTAC
14622,Cn1c2ccncc2c2ccc(-c3ccc(OC4CC(Oc5ccc(C#CCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,PQAFLAIDEBWKON-UHFFFAOYSA-N,PROTAC
14623,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)C(C)(C)C)cc1,ZPEGYCGTWSXVPM-GSKMKNMUSA-N,PROTAC
14624,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)C(C)(C)C)cc1,IXGJBMWOVXPKKD-ULINFHPISA-N,PROTAC
14625,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(C#CCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)cc5)C4)nc3)cc21,NJRZLCMTKFQFDW-UASSRJBTSA-N,PROTAC
14626,Cn1c2ccncc2c2ccc(-c3cnc(O[C@H]4C[C@H](OCCCOCCCOC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)c(C(F)(F)F)c3)cc21,ZQBPRKYUJWSJTN-QZHRDHLUSA-N,PROTAC
14627,Cn1c2ccncc2c2ccc(-c3ccc(OCCOCCOCCOCCOCCOCCOCCOc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)nc3)cc21,PPOBHMVHHPRGAY-UHFFFAOYSA-N,PROTAC
14628,Cn1c2ccncc2c2ccc(-c3ccc(OC4CC(Oc5cnc(C#CCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,PBBZSWJQUPONAF-UHFFFAOYSA-N,PROTAC
14629,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@@H](Oc5ccc(C#CCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)cn5)C4)nc3)cc21,GUWRAWPFYKBVFP-HSWALOBVSA-N,PROTAC
14630,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@@H](Oc5ccc(CCCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)cn5)C4)nc3)cc21,IWXWGYVQOAZVLW-HSWALOBVSA-N,PROTAC
14631,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(CCCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)cc5)C4)nc3)cc21,LKURWDVWQCLNPD-UASSRJBTSA-N,PROTAC
14632,O=C1CCC(N2C(=O)c3ccc(N4CC(OCCCOCCCO[C@H]5C[C@H](Oc6ncc(-c7ccc8c(c7)[nH]c7ccncc78)cc6C(F)(F)F)C5)C4)cc3C2=O)C(=O)N1,URYIRBAVUOJZIT-LLQXBQLESA-N,PROTAC
14633,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(CCCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nn5)C4)nc3)cc21,LTRJCXHXZBZOKB-JZSUORBJSA-N,PROTAC
14634,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCC(F)(F)CN5CC6(C5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)C4)nc3)cc21,IUTLZLUVOPGGIP-DJYSDWLISA-N,PROTAC
14635,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5cnc(CCCCCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,QJMPDDSGRUWAQI-VZASAIHWSA-N,PROTAC
14636,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCCCCOC(C5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C(F)(F)F)C4)nc3)cc21,PIAXOADTNCVLRV-KMMZBYOXSA-N,PROTAC
14637,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCCOCCCCOC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,JGWYGFMHERIVQM-WIDQNFKDSA-N,PROTAC
14638,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCOCCOC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,CXWSAZIPECSPND-GAUDYRJISA-N,PROTAC
14639,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@@H](OCCCOCCCOC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,ORFPTAUCBUZSAT-GVYOQLHWSA-N,PROTAC
14640,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCCCCOCC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,ILPVQYYOMFWEEV-UDFALXFKSA-N,PROTAC
14641,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](Oc5ccc(C#CCOCCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)nc5)C4)nc3)cc21,LYVKOXAZXWVUCK-UDFALXFKSA-N,PROTAC
14642,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCCCOCCC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,FMPGTGCFJNSQRX-UDFALXFKSA-N,PROTAC
14643,O=C1CCC(N2C(=O)c3ccc(N4CC(OCCCOCCCO[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)C4)cc3C2=O)C(=O)N1,SYKHADMYEVRCGW-QZHRDHLUSA-N,PROTAC
14644,O=C1CCC(N2C(=O)c3ccc(OCC#Cc4ccc(O[C@H]5C[C@@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)cn4)cc3C2=O)C(=O)N1,IFCZMQOKGAHMAP-RLDVERKPSA-N,PROTAC
14645,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)c1,AZZQVOIXXCZSMY-UUXNOZDQSA-N,PROTAC
14646,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)c1,UXLGGPVMIMUZRB-CHNCHLSVSA-N,PROTAC
14647,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)c1,ZZROUWJPXGGCMO-NQNQWMHQSA-N,PROTAC
14648,O=C1CCC(N2C(=O)c3ccc(OCCOCC#Cc4ccc(O[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)cc4)cc3C2=O)C(=O)N1,DOGBMWGCMCWODD-WIDQNFKDSA-N,PROTAC
14649,O=C1CCC(N2C(=O)c3ccc(OCC#Cc4ccc(O[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)cc4)cc3C2=O)C(=O)N1,UCPLJUBYQVJDGO-VZASAIHWSA-N,PROTAC
14650,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCOCCOCCC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,DULHEZVVIRHVSJ-JZSUORBJSA-N,PROTAC
14651,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCOCCOCC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,IWHIQKGKWQNWBM-DJYSDWLISA-N,PROTAC
14652,Cn1c2ccncc2c2ccc(-c3ccc(OC4CC5(C4)CN(C(=O)COCCOCC4CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C4)C5)nc3)cc21,GQWMJGRGHCYQCK-UHFFFAOYSA-N,PROTAC
14653,O=C1CCC(N2C(=O)c3ccc(N4CC(OCC#Cc5ccc(O[C@H]6C[C@H](Oc7ccc(-c8ccc9c(c8)[nH]c8ccncc89)cn7)C6)cn5)C4)cc3C2=O)C(=O)N1,TVPGGUGQNCXXKY-ZLAYGOEJSA-N,PROTAC
14654,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)c1,NPTODFZGTMXOGU-QRLFODLUSA-N,PROTAC
14655,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OCCCCCCCOC5CN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)C4)nc3)cc21,YTBCZRWENHUXIM-LYTIDBDVSA-N,PROTAC
