CBDREGNO,SMILES,InChI Key,Type
19962,CNc1ccc(-c2nc3ccc(OCCOCCOCCOCCNC(=O)c4ccc(COC(Cn5ccnc5)c5ccc(Cl)cc5Cl)cc4)cc3s2)cc1,LXEWHWCXUQWBPH-UHFFFAOYSA-N,PROTAC
19963,CNc1ccc(-c2nc3ccc(OCCOCCOCCOCCOCCNC(=O)c4ccc(COC(Cn5ccnc5)c5ccc(Cl)cc5Cl)cc4)cc3s2)cc1,UCLGBMLPCBIGIS-UHFFFAOYSA-N,PROTAC
19964,O=C(NCCOCCOCCOc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,JWJWUGQNFXLDKN-UHFFFAOYSA-N,PROTAC
19965,O=C(NCCOCCOCCOc1ccc2c(c1)[nH]c1ccncc12)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,UMCZGWLOAJTEOR-UHFFFAOYSA-N,PROTAC
19966,Cc1ccc(-c2ccc3c(c2)[nH]c2ccc(OCCOCCOCCNC(=O)c4ccc(COC(Cn5ccnc5)c5ccc(Cl)cc5Cl)c(Cl)c4)cc23)cn1,NZLJWHQQQLSSES-UHFFFAOYSA-N,PROTAC
19967,O=C(NCCOCCOCCOc1cc2[nH]c3ccccc3c2cn1)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CYBRFDANFDXUSR-UHFFFAOYSA-N,PROTAC
19968,O=C(NCCOCCOCCOc1cc2[nH]c3cc(-c4cccnc4)ccc3c2cn1)c1ccc(C(Cn2ccnc2)OCc2ccc(Cl)cc2Cl)c(Cl)c1,WFZDKJDBVOSNGF-UHFFFAOYSA-N,PROTAC
19969,O=C(NCCOCCOCCOc1cc2[nH]c3ccccc3c2cn1)c1ccc(C(Cn2ccnc2)OCc2ccc(Cl)cc2Cl)c(Cl)c1,VTUGBBRRXRWZQV-UHFFFAOYSA-N,PROTAC
19970,O=C(NCCOCCOCCOc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1)c1ccc(C(Cn2ccnc2)OCc2ccc(Cl)cc2Cl)c(Cl)c1,BUJSLWNZKOADBH-UHFFFAOYSA-N,PROTAC
19971,O=C(NCCOCCOCCOc1ccc2c(c1)[nH]c1ccncc12)c1ccc(C(Cn2ccnc2)OCc2ccc(Cl)cc2Cl)c(Cl)c1,HALYFBMYKZXQDL-UHFFFAOYSA-N,PROTAC
19972,O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCNC(=O)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,FJDFDKHMCWTRCO-UHFFFAOYSA-N,PROTAC
19973,O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCOCCNC(=O)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,RCOAFRUGNLVKRJ-UHFFFAOYSA-N,PROTAC
19974,O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCOCCOCCNC(=O)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,NERABUQIMQVRDY-UHFFFAOYSA-N,PROTAC
19975,O=C(CCc1ccc2c(c1)[nH]c1ccncc12)NCCOCCOCCOCCOCCNC(=O)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,PZYQSNHVKRMRIE-UHFFFAOYSA-N,PROTAC
19976,CNc1ccc(/C=C/c2ccc(OCCOCCOCCNC(=O)c3ccc(COC(Cn4ccnc4)c4ccc(Cl)cc4Cl)cc3)nc2)cc1,HEQRCMPQTAZWMJ-NSCUHMNNSA-N,PROTAC
19977,O=C(NCCOCCOCCOc1ccc(/C=C/c2ccc(O)nc2)cc1)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,URDWUGIKTWOXER-OWOJBTEDSA-N,PROTAC
19978,CNc1ccc(/C=C/c2ccc(OCCOCCNC(=O)c3ccc(COC(Cn4ccnc4)c4ccc(Cl)cc4Cl)cc3)nc2)cc1,YVPLXKJDJONUKK-NSCUHMNNSA-N,PROTAC
19979,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCNC(=O)c3ccc(COC(Cn4ccnc4)c4ccc(Cl)cc4Cl)cc3)nc2)cc1,VXJMFDDXTMYLGH-NSCUHMNNSA-N,PROTAC
19980,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCCNC(=O)c3ccc(COC(Cn4ccnc4)c4ccc(Cl)cc4Cl)cc3)nc2)cc1,APEMIAVFODZZMO-NSCUHMNNSA-N,PROTAC
23751,COc1cc(COC(=O)Nc2ccc(C(C)(C)C)nc2)cc2c1CN(C1CCC(=O)NC1=O)C2=O,JGTHKVYFAJYBJB-UHFFFAOYSA-N,PROTAC
6146,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZLOXMSNKPDWMEF-ZIFCJYIRSA-N,E3 Binder
6147,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-UUZHKXTQSA-N,E3 Binder
6148,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(Cl)cc1,BJYXYUNPBRTEIE-QLFBSQMISA-N,E3 Binder
6149,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cc1,HTCZHYLFMDHFSF-OWCLPIDISA-N,E3 Binder
6150,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,GGOYPZXHENWDBT-SQNIBIBYSA-N,E3 Binder
6151,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,ZIYGIEKUHVGSSH-SOLBZPMBSA-N,E3 Binder
6152,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,CYOGFTXWHHTZGY-SOLBZPMBSA-N,E3 Binder
6153,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CUQQEBBEDXAVBA-ZIFCJYIRSA-N,E3 Binder
6154,CC(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,PCFOVSOIFAFGBL-RYRKJORJSA-N,E3 Binder
6155,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,CFWXLNYWZADNBR-SQNIBIBYSA-N,E3 Binder
6156,Cn1nccc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,NRUZQWONUDRSNS-NZSAHSFTSA-N,E3 Binder
6157,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(O)c1,KNZQRBRUYSXXRG-VTZPFEBOSA-N,E3 Binder
6158,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(F)cc3C2=O)c(O)c1,UMFOLFVTFVQECV-VTZPFEBOSA-N,E3 Binder
6159,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(C#N)c3C2=O)c(O)c1,HUGVIUVSXCHLRQ-UMFSSWHCSA-N,E3 Binder
6160,C.CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,DZIXWPATOCNKLN-PNQHFFRLSA-N,E3 Binder
6161,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,XZNQMIHTEGTBFF-UUZHKXTQSA-N,E3 Binder
6162,Cn1cncc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,IVUNQWBSOHEVAB-ZIFCJYIRSA-N,E3 Binder
6163,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ocnc2Cl)cc1,WPJWINBLJOQEMC-HLLBOEOZSA-N,E3 Binder
6164,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccn[nH]2)cc1,BNGWZDMHDZVADK-BPQIPLTHSA-N,E3 Binder
6165,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2cnco2)cc1,MWLRWZWWAFFHRK-WITVHBPWSA-N,E3 Binder
6166,C.Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,BDDBPVNZXVZKFS-QDVBFIRISA-N,E3 Binder
6167,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-NJOALTMESA-N,E3 Binder
6168,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(C)(C)C)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(O)c1,FYJZNOIOKOOUSF-XDIPAPSNSA-N,E3 Binder
6169,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZLOXMSNKPDWMEF-JENIJYKNSA-N,E3 Binder
6170,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N2Cc3ccccc3C2=O)C(C)(C)C)cc1,STUOLYLKGJYHJO-KTIWRFAQSA-N,E3 Binder
6171,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)cc1,HEDFFPYRFJKXQP-VJTSUQJLSA-N,E3 Binder
6172,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C,CUHVZPHLQIBKHX-LVCYWYKZSA-N,E3 Binder
6173,CCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C,OWDMZVBQEAYYGC-KGVIQGDOSA-N,E3 Binder
6174,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C(C)(C)C)C(C)C)c(O)c1,CKDCPANMAAZQBI-DYXWJJEUSA-N,E3 Binder
6175,CC(=O)NCC(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,LPLIIZQWLRYRDD-CVEARBPZSA-N,E3 Binder
6176,CC(=O)N[C@@H](C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,VBICUNXUUDPJSO-VUCTXSBTSA-N,E3 Binder
6177,CC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,QZZATVFMZWYCIB-SQNIBIBYSA-N,E3 Binder
6178,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)C,KEXOKXAXQBXQMY-HBFSDRIKSA-N,E3 Binder
6179,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2CC(O)=CC2=O)cc1,WLSYNOFMZATAIO-CBQOVEMMSA-N,E3 Binder
6180,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)c(F)c1,DHBGHLIASMGNJY-RPVQJOFSSA-N,E3 Binder
6181,CCC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,VKYSAVIEFMSFKO-QYZOEREBSA-N,E3 Binder
6182,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CN)cc1,WKFNGJFHCRCFLM-CABCVRRESA-N,E3 Binder
6183,CC[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,JFQKLDBFTRHRCZ-IKGGRYGDSA-N,E3 Binder
6184,CCC[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1,WJESQIYXPPZZGS-SQNIBIBYSA-N,E3 Binder
6185,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1F,KWVTWWDMLUYGKK-UWWQBHOKSA-N,E3 Binder
6186,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)N)cc1,MMTAPOFRVSMISW-XZJROXQQSA-N,E3 Binder
6187,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ocnc2F)cc1,RNVFCSNEUHWRIE-HLLBOEOZSA-N,E3 Binder
6188,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cn[nH]c2)cc1,HGLPYQGDMUEPCT-FGTMMUONSA-N,E3 Binder
6189,Cc1n[nH]cc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CQCBRZLLGWNXBF-NZSAHSFTSA-N,E3 Binder
6190,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccc(O)c2=O)cc1,KVSRKQMXFDHWIR-URVUXULASA-N,E3 Binder
6191,CC(C)(C)C(N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccccc2)cc1,XPKFUAZRQFZXRY-PDYHCXRVSA-N,E3 Binder
6192,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C2CC2)cc1,UALYPNPCUPXNKT-LVCYWYKZSA-N,E3 Binder
6193,CCOC(=O)c1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,RTWUUQDUBLPABC-FUHIMQAGSA-N,E3 Binder
6194,CCc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,GRBSPIANIVDBRZ-IMFGXOCKSA-N,E3 Binder
6195,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)cc1,QHKUBBDZDPXDKV-YWASFDNLSA-N,E3 Binder
6196,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)cc1,QHKUBBDZDPXDKV-IOYVRGJCSA-N,E3 Binder
6197,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)nc1,NPVNDELIWPNRTG-XSLZUNGDSA-N,E3 Binder
6198,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)nc1,DIANRCQPTZQDDS-QUUBWDHISA-N,E3 Binder
6199,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,NQJOSTRGTVDQED-WEFJBSGNSA-N,E3 Binder
6200,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)nc1,DIANRCQPTZQDDS-ITNCUTESSA-N,E3 Binder
6201,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)nc1,UTNMMAXDIDJUHO-YZGWKJHDSA-N,E3 Binder
6202,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)nc1,XSHKCRIBLHEFPQ-MJFFMMMISA-N,E3 Binder
6203,Cc1nc[nH]c1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)nc1,FRXDVVKMUZAEPL-MJFFMMMISA-N,E3 Binder
6204,Cc1cc([C@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2O)C(C)C)on1,YVNAVEGFYPGDCV-NNMXDRDESA-N,E3 Binder
6205,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(N2CCCC2=O)nc1,RBTHXADGWUPXEF-RVKKMQEKSA-N,E3 Binder
6206,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)nc1,UOMDZQZTGHIBLZ-SOLBZPMBSA-N,E3 Binder
6207,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-QXVOPTETSA-N,E3 Binder
6208,CN(C)c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cn1,BPOBJYYVZJUKDD-IJEWVQPXSA-N,E3 Binder
6209,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2nccn2C)cc1,BYTDDQXCKOPCKG-KLIQENQMSA-N,E3 Binder
6210,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)C(N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-VPPCCHSQSA-N,E3 Binder
6211,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-DOFJYSBOSA-N,E3 Binder
6212,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)CCCCN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,IAGXCBSLIAZEEB-IYARXBQZSA-N,E3 Binder
6213,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)C3CCCN3)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZIEDOJRESXXTBP-OJSYQWSKSA-N,E3 Binder
6214,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,VLNJFOYTKKJMKR-KAOQSXJYSA-N,E3 Binder
6215,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,YCOIWECYCASSOQ-KEGWAMKXSA-N,E3 Binder
6216,Cc1ncsc1-c1ccc([C@H](CN2CCCC2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZCFYUUIDPPYJJK-HOUBMWHVSA-N,E3 Binder
6217,Cc1ncsc1-c1ccc([C@@H](CN2CCCC2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZCFYUUIDPPYJJK-PIATZUFCSA-N,E3 Binder
6218,Cc1ncsc1-c1ccc(C(C)NC(=O)[C@@H]2C[C@@H](OC(=O)CN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,UYPQVWJTJWLCAA-GBOKIENMSA-N,E3 Binder
6219,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,SYJDIUWNPQJGBS-ZERUQHPESA-N,E3 Binder
6220,CC(=O)O[C@@H]1CC(C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)N(C(=O)C(N)C(C)(C)C)C1,KOMNDJXEODJKQR-ZWMFWDAFSA-N,E3 Binder
6221,Cc1ncsc1-c1ccc([C@H](CN(C)C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,OHTIUORVAUBDOO-FCIYXJNOSA-N,E3 Binder
6222,Cc1ncsc1-c1ccc([C@@H](CN(C)C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,OHTIUORVAUBDOO-XWSHUIEDSA-N,E3 Binder
6223,Cc1ncsc1-c1ccc([C@@H](CN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,VYDOZIDNZVXJMO-FTEYMNFISA-N,E3 Binder
6224,Cc1ncsc1-c1ccc([C@H](CN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,VYDOZIDNZVXJMO-DOADOZAASA-N,E3 Binder
6225,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-RDOJZNBBSA-N,E3 Binder
6226,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,JOSFQWNOUSNZBP-HKVPTBLXSA-N,E3 Binder
6227,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,FXONJGNEGMPMGM-UZMBMHPJSA-N,E3 Binder
6228,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,XKNFZSMWTLGOJA-BESBDSHLSA-N,E3 Binder
6229,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2=CCNCC2)cc1,NTJBVYZYUXUYSC-HSALFYBXSA-N,E3 Binder
6230,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C(=O)O)cc1,VRMUCQLRLUEZGB-RVKKMQEKSA-N,E3 Binder
6231,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2N)cc1,QVFYCAUAHGSYHK-HLLBOEOZSA-N,E3 Binder
6232,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ncns2)cc1,JVGHBUPXSWTSFK-OWCLPIDISA-N,E3 Binder
6233,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2cnnn2)cc1,NMEUHPVSVBZECZ-OWCLPIDISA-N,E3 Binder
6234,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)CC1C(=O)NCc1ccc(-n2ncnn2)cc1,WGGCVTJGDGBCPI-YTPLPTRZSA-N,E3 Binder
6235,CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,PUENYUKHYNOMEP-HRDYMLBCSA-N,E3 Binder
6236,CNCC(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2C)cc1,YSCPGSZUHMZOQB-LQDSCVQESA-N,E3 Binder
6237,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,UHTOUVDAKTWQAQ-GJMOJQLCSA-N,E3 Binder
6238,COc1cc(C#N)ccc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,HLQWZWOBPWGJEA-HLLBOEOZSA-N,E3 Binder
6239,CNC(=O)c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,BFFGAXVGKVUOFO-OWCLPIDISA-N,E3 Binder
6240,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C(=O)O)cc1,DEUWOPHYFVJNFH-QLFBSQMISA-N,E3 Binder
6241,CNC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2C)cc1,YSCPGSZUHMZOQB-XODKDNOYSA-N,E3 Binder
6242,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cn1,BMAHTONSXMPXKM-UWWQBHOKSA-N,E3 Binder
6243,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2c[nH]nn2)cc1,DAWAYDFDBIDNRR-LGRHPFTQSA-N,E3 Binder
6244,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2nnn[nH]2)cc1,WORUOBRRQRTMDR-QLFBSQMISA-N,E3 Binder
6245,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,ZAHAQFXNYHCJQO-HRDYMLBCSA-N,E3 Binder
6246,CC(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cc1,FWEGLFNELNYWRB-PMPSAXMXSA-N,E3 Binder
6247,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C#N)cc1,XVSJKGQSXKWEGE-HHXXYDBFSA-N,E3 Binder
6248,COc1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,AUZPBFRTAFYCQX-VNQPRFMTSA-N,E3 Binder
6249,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)nc1,XVKZQPQAMAMIGL-QLFBSQMISA-N,E3 Binder
6250,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2ccnn2)cc1,NLJSNITXPRCZGG-IXDOHACOSA-N,E3 Binder
6251,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2nccn2)cc1,VPXFEGWDODVYQX-IXDOHACOSA-N,E3 Binder
6252,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2nnc[nH]2)cc1,DZPRZXLRGGGOFO-OWCLPIDISA-N,E3 Binder
