SMILES;type
O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1;SPE
O=[N+]([O-])c1cc(N=C(S)NC(N=C(O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F;SPE
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1;SPE
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F;SPE
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12;SPE
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1;SPE
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C;SPE
CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1;SPE
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1;SPE
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1;SPE
CCNC(C)CN1CCc2c(c(=O)oc3ccccc23)C1;SPE
CC1(C(=O)O)NCCc2cc(O)c(O)cc21;SPE
NC(C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1;SPE
C[N+]1([O-])[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;SPE
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O;SPE
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C([C@H]3CCCO3)S[C@H]12.C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C([C@H]3CCCO3)S[C@H]12.O.O.O.O.O.[Na+].[Na+];SPE
CN(C)CCC1(c2ccc(Cl)cc2)Cc2ccccc2C(=O)O1;SPE
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO;SPE
N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)CCSSCC(C(=O)N2CCCC2C(O)=NC(CCCNC(=N)N)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O;SPE
CCC(C)C(N)C1=NC(C(O)=NC(CC(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(C(O)=NCCCCC2N=C(O)C(CC(=N)O)N=C(O)C(CC(=O)O)N=C(O)C(Cc3cnc[nH]3)N=C(O)C(Cc3ccccc3)N=C(O)C(C(C)CC)N=C(O)C(CCCN)N=C2O)C(C)CC)CS1;SPE
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O;SPE
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21;SPE
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1;SPE
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;SPE
O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1;SPE
C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(=N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12;SPE
CCCCCCCC(=O)OCC(O)CO;SPE
CCC(=O)O[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C;SPE
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2;SPE
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2;SPE
CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1;SPE
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1;SPE
CCC(C/C=C/c1ccccc1)(c1ccccc1)N(C)CC1CC1;SPE
CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5O)N3[C@@H]1O;SPE
CCCCCCCCCCCCCCCC(O)=N[C@@H](CCC(O)=NCCCC[C@H](N=C(O)[C@H](C)N=C(O)[C@H](C)N=C(O)[C@H](CCC(=N)O)N=C(O)CN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)CN=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](C)N=C(O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@H](C(O)=N[C@@H](C)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O;SPE
CO[C@@]12[C@@H]3NC3CN1C1=C(C(=O)C(N)=C(C)C1=O)[C@@H]2COC(=N)O;SPE
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1;SPE
CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5CC5[C@]4(C)C3CC[C@@]21C;SPE
CCCN(CCC)C1CCc2cccc(O)c2C1;SPE
CC1CCc2c(cc(Br)c(F)c2Br)N1C=O;SPE
CC(C)(C)NCC(O)COc1cccc2[nH]c(C#N)cc12;SPE
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1;SPE
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21;SPE
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1;SPE
C=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C;SPE
Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314;SPE
O=C1N=C(O)CCC1(c1ccccc1)C1CCN(Cc2ccc(I)cc2)CC1;SPE
CC1(C)SC2C(N=C(O)[C@H](N=C(O)N3CCN=C3O)c3ccccc3)C(=O)N2C1C(=O)O;SPE
N[C@H]1C[C@@H]1c1ccc(-c2cccc(O)c2)cc1;SPE
c1ccc(C2CN3CCSC3=N2)cc1;SPE
CC(CN1c2ccccc2Sc2ccccc21)N(C)C;SPE
CC12CCC(=O)C=C1CCC1C2[C@@H](O)CC2(C)C1CC[C@]2(O)C(=O)COP(=O)(O)O;SPE
CCC(C(=O)O)c1ccc(CC(C)C)cc1;SPE
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2;SPE
O=C(OC1CN2CCC1CC2)c1ccccc1;SPE
O=C(O)c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1;SPE
CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12;SPE
OC(/C=C/c1ccccc1)=NC(N=C(S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl;SPE
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O;SPE
CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(=O)C1O;SPE
CCN=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(O)CCc2ccccc2)[C@H](O)C[C@@H]1O;SPE
OC(/C=C/c1ccccc1)=NC(NC(S)=Nc1cccc2cccnc12)C(Cl)(Cl)Cl;SPE
C[C@H]1CC2C([C@@H](O)C[C@@]3(C)C2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12;SPE
CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(C)O)C(C)=C4C(C)O)c(C)c3CCC(=O)O;SPE
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N=C([O-])CCCC(N)C(=O)[O-])C2SC1.[Zn+2];SPE
CCCN(CCC)C(=O)C(CCC(=O)O)N=C(O)c1ccccc1;SPE
CC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O;SPE
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C;SPE
CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1;SPE
CCCC(C)C1(CC)C(O)=NC(=O)N=C1O;SPE
O=C(c1ccc(Cl)o1)N1CC2CNCC2C1;SPE
CN1C(=O)COc2c(C(O)=NC3CN4CCC3CC4)cc(Cl)cc21;SPE
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1;SPE
CN(C)CCOC(C)(c1ccccc1)c1ccccn1;SPE
C[N+]1(C)C2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2;SPE
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1.CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1;SPE
Cc1ccccc1N1CCN(S(=O)(=O)CC23CCC(C[C@@H]2N=C(O)[C@@H](N)CCS(C)(=O)=O)C3(C)C)CC1;SPE
CCOC(=O)C(C)Oc1cccc2c(=O)n(CC(O)=Nc3ccc4c(c3)OCCO4)ccc12;SPE
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1;SPE
C=CCOc1ccccc1OCC(O)CNC(C)C;SPE
C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O;SPE
O=C(O)CC(S)C(=O)O;SPE
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1;SPE
C=CC(C)(O)CCC=C(C)C;SPE
CCOc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1OCC;SPE
CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C;SPE
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21;SPE
Cc1ncc([N+](=O)[O-])n1CC(O)CCl;SPE
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1;SPE
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O;SPE
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;SPE
CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3ccccc32)C(=O)C1;SPE
CC(COc1ccccc1Cc1ccccc1)N1CCCCC1;SPE
Cc1c2oc3c(C)ccc(C(O)=N[C@@H]4C(O)=N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(O)=N[C@@H]2C(O)=N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;SPE
N=C(O)N/C=C1\N=C(O)[C@H](CO)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)C[C@@H](N)CCCN)CN=C(O)[C@H](C2C[C@H](O)NC(=N)N2)N=C1O;SPE
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2n1;SPE
CC(C)(C)NCC(O)COc1cccc2c1CCC(O)=N2;SPE
Cc1c(C(O)=NC(C(O)=NC(C)C(O)C(C)C(O)=NC(C(O)=NCCc2nc(-c3nc(C(O)=NCCC[S+](C)C)cs3)cs2)C(C)O)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC(=N)[O-])[C@@H]2O)c2cnc[nH]2)nc(C(CC(=N)O)NCC(N)C(=N)O)[nH]c1=N.O=S(=O)(O)O;SPE
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43;SPE
Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1O;SPE
OC1=NCCNC1c1cccs1;SPE
CC(=O)[C@@]12OC(C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C;SPE
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=C(O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C;SPE
OC(=NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl;SPE
CN(C)[C@@H]1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12;SPE
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1;SPE
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1;SPE
CC(O)CC(=O)O;SPE
CC(O)=Nc1ccc(OCC(O)CNC(C)C)cc1;SPE
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O;SPE
C=C1N=C(O)[C@H]([C@@H](C)CC)N=C(O)[C@H](N=C(O)/C(=C/C)N=C(O)[C@@H](N)[C@@H](C)CC)CSC[C@@H](C(O)=N[C@H]2C(=O)N3CCC[C@H]3C(O)=NCC(O)=N[C@H](C(O)=N[C@@H](CCCCN)C(=N)O)CS[C@H]2C)N=C(O)[C@H](CC(C)C)N=C1O;SPE
CC(C)Cc1ccc(C(C)C(O)=NO)cc1;SPE
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN;SPE
NCC(O)CC(=O)O;SPE
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O;SPE
Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1;SPE
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C([O-])=Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12;SPE
O=[N+]([O-])c1ccccc1S(=O)(=O)NC[C@H]1CC[C@H](CNCC2CCc3ccccc3C2)CC1;SPE
CC(O)=NC1N=C(c2ccccc2)c2ccccc2N=C1O;SPE
Cc1nn(C)c2c1C(c1ccc(C(F)(F)F)cc1)C(C#N)=C(N)O2;SPE
CC(C)(C)NCC(O)COc1cccc2nc(O)[nH]c12;SPE
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1;SPE
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1;SPE
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2;SPE
OC1=Nc2ccc(Cl)c3c2C1(CCCCN1CC=C(c2ccc(Cl)cc2)CC1)CCC3;SPE
CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C;SPE
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C;SPE
CSCCC(N)C(=O)O;SPE
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C;SPE
CCCCC1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O;SPE
N=C(O)OCC(O)COc1ccc(Cl)cc1;SPE
COc1ccc(OC)c(C(O)C(C)N)c1;SPE
CCOC(=O)OC(C)OC1=C(C(O)=Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21;SPE
CCOc1cc(N)c(Cl)cc1C(O)=NCC1CN(Cc2ccc(F)cc2)CCO1;SPE
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C/C2(C)OC2C1C;SPE
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;SPE
CCC1(c2ncc[nH]2)Cc2ccccc2O1;SPE
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O;SPE
O=C(O)C1CSCN1;SPE
CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1;SPE
CSCC[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)CN=C(O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O;SPE
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12;SPE
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;SPE
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C;SPE
CCCCCCCCCCCC(N=O)c1cc(C)ccc1O;SPE
CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1;SPE
CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)[C@H](N)c3ccccc3)[C@H]2SC1;SPE
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I;SPE
CC(C)(C)NCC(O)c1ccccc1Cl;SPE
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1;SPE
CC1/C=C/C=C\C=C/C=C\C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@H](O)[C@@H](O)[C@@H]2N)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1;SPE
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1;SPE
CCN(CC)C(C)C(=O)c1ccccc1;SPE
N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2;SPE
CC(C)CCCCC(O)=NC(CCN)C(O)=NC(C(O)=NC(CCN)C(O)=NC1CCN=C(O)C(C(C)O)N=C(O)C(CCN)N=C(O)C(CCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)C(CCN)N=C1O)C(C)O;SPE
COC[C@H](N=C(O)c1cnc(C)s1)C(O)=N[C@@H](COC)C(O)=N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1;SPE
CN1C(=O)C(Cc2c[nH]c3ccccc23)N=C1S;SPE
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1;SPE
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1;SPE
CC(Cc1ccccc1)(N=C(O)CN)c1ccccc1;SPE
COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(O)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)C)[C@@H]24;SPE
C[C@@H]1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1;SPE
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C;SPE
CC(=O)[C@H]1CCC2C3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)C3CC[C@@]21C;SPE
CCC(CO)(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1;SPE
CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)C213;SPE
CNC(C)CC1CCCCC1;SPE
OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)SC1;SPE
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O;SPE
COc1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1;SPE
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C;SPE
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2;SPE
CN(C)[C@@H]1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;SPE
Cc1onc(O)c1CC(N)C(=O)O;SPE
COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1;SPE
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO;SPE
CN(C)c1cc(N=C(O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(=N)O)C(=O)[C@@]3(O)C(=O)C1C2=O;SPE
CC1CCC(O)C/C1=C\C=C1/CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C;SPE
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1;SPE
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1;SPE
COc1ccc(C2CN=C(O)C2)cc1OC1CCCC1;SPE
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1;SPE
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](N=C(O)/C(=N\OC)c3csc(=N)[nH]3)[C@H]2SC1;SPE
CN(C)[C@@H]1C(=O)C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12;SPE
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1;SPE
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@]12C;SPE
Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O;SPE
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O;SPE
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1;SPE
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1;SPE
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1O;SPE
CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1;SPE
Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314;SPE
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1;SPE
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;SPE
COC(O)=Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1;SPE
CN[C@H](CC(C)C)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.O=P(O)(O)O.O=P(O)(O)O;SPE
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12;SPE
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1;SPE
CC(N)CCCC(C)(C)O;SPE
OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O;SPE
CCOC(=O)CSCCC1NC(C(=O)O)CS1;SPE
CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O;SPE
O=C(O)CC1CC(c2ccccc2)=NO1;SPE
CC(=O)SCCC(=O)N1C(C)CCCC1C(=O)O;SPE
CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C;SPE
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1;SPE
CCC(C)CC(C)CCCCCCCCC(O)=N[C@H]1C[C@@H](O)[C@@H](NCCN)N=C(O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)N=C(O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)cc2)N=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)N=C1O;SPE
Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(=N)O)c2)cc1;SPE
COc1ccccc1OCC(O)COC(=N)O;SPE
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO;SPE
CC1N=C(O)C(N)CN=C(O)C(C2CCNC(=N)N2)N=C(O)/C(=C\NC(=N)O)N=C(O)C(CN=C(O)CC(N)CCCN)N=C1O.O=S(=O)(O)O;SPE
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1;SPE
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;SPE
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1;SPE
Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(=Nc2ccc(C3C(=O)N(C)CCN3C)cc2)[nH]1;SPE
CS(=O)(=O)c1ccc(C(O)[C@H](CF)N=C(O)C(Cl)Cl)cc1;SPE
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;SPE
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1;SPE
