SMILES;type
N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12;SPE
CN=C(O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F;SPE
CC1(C)CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21;SPE
S=C(S)N1CCCC1;SPE
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1;SPE
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1;SPE
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O;SPE
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21;SPE
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;SPE
CC(C)n1cnc2c(C(O)=N[C@H]3CN4CCC3CC4)cc(Cl)cc21;SPE
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;SPE
CN1CCC(CN=c2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3[nH]2)CC1;SPE
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1;SPE
Cc1cc(CN)cc(C)c1N=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1;SPE
CC(O)=N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO;SPE
COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1;SPE
Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1;SPE
CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1;SPE
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12;SPE
O=C([O-])c1ccccc1[O-].[Bi+3].[OH-];SPE
Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1;SPE
c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1;SPE
CN1NC(=N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23;SPE
C[C@H](N)C(O)=N[C@@H](C)P(=O)(O)O;SPE
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc1)C(=O)C2(C)C;SPE
CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3;SPE
COc1c2occc2c(OC)c2c(=O)cc(C)oc12;SPE
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O;SPE
CC(C)(O)CC(O)=NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21;SPE
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1;SPE
Nc1ccc(C(=O)O)c(O)c1;SPE
N=c1cc[nH]cc1N;SPE
CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1;SPE
Oc1ccnc(O)n1;SPE
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1;SPE
NCCCCCNCC12CC3CC(CC(C3)C1)C2;SPE
Cc1cc(S(=O)(=O)[O-])c2c(C)ccc(C(C)C)cc1-2;SPE
Cc1[nH]c(C)c(Cl)c(=O)c1Cl;SPE
C[C@@H](N)Cc1cnc[nH]1;SPE
Cc1cc(N2CCCCC2)nc2ccccc12;SPE
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12;SPE
CNCC/C=C/c1cccnc1;SPE
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1;SPE
COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1;SPE
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;SPE
CC1=C(/C=C/C(C)=C/C=C/C(C)CC=O)C(C)(C)CCC1;SPE
CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O;SPE
Fc1ccc(-c2nc(-c3c(F)cccc3F)[nH]c2-c2ccncc2)cc1;SPE
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1;SPE
Cc1ncccc1OC[C@@H]1CCCN1;SPE
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12;SPE
NC(Cn1ccc(=O)n(Cc2ccccc2C(=O)O)c1=O)C(=O)O;SPE
CN1C[C@@H]2CN(c3ccc(-c4ccccc4)nn3)C[C@@H]2C1;SPE
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1;SPE
OC(=NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12;SPE
Cc1ncc(CN2CC=C(c3ccccc3)CC2)c(=N)[nH]1;SPE
Cc1cccc(C)c1N=C(O)N=C1CCCN1C;SPE
COc1cccc(OC)c1-c1cc(C(O)=N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12;SPE
CN(C)C(=N)NC(=N)N;SPE
O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1;SPE
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2;SPE
O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1;SPE
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;SPE
CN1CCN(C(c2ccccc2)c2ccccc2)CC1;SPE
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSC[C@H](N=C(C)O)C(=O)O;SPE
O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1;SPE
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)N=C2O)c2ccccc21;SPE
C[N+](C)(C)NCCC(=O)[O-];SPE
CN1Cc2ccccc2[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21;SPE
CC(C)NC(=O)c1ccc(C#Cc2ccncc2)cn1;SPE
OC[C@@H](O)[C@@H](O)CO;SPE
FC(F)(F)c1ccc(CN=c2ccc(Cc3c[nH]c4ncccc34)c[nH]2)cc1;SPE
CON;SPE
N=c1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1;SPE
CS(=O)(=O)c1cccc(CN=c2[nH]c(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1;SPE
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO;SPE
O=[N+]([O-])c1cncn1CCN1CCOCC1;SPE
CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1;SPE
CN=C(O)c1c(I)c(C(O)=NCC(O)=Nc2c(I)c(C(=O)O)c(I)c(C(O)=NCCO)c2I)c(I)c(N(C)C(C)=O)c1I;SPE
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N;SPE
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1;SPE
Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1;SPE
O=c1nc(O)c(Br)cn1[C@H]1C[C@H](O)[C@@H](CO)O1;SPE
N=C(O)N/N=C/c1ccc([N+](=O)[O-])o1;SPE
CC(C)CN=c1ccnc(NCc2csc(-c3ccccc3)n2)[nH]1;SPE
O=C([O-])C(=O)[O-].[NH-][C@@H]1CCCC[C@H]1[NH-].[Pt+4];SPE
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1;SPE
O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1;SPE
O=C(NCCN1CCCCC1)c1ccc(I)cc1;SPE
COC(=O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N)CC(=O)O;SPE
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O;SPE
CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)[nH]2)cc1;SPE
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1;SPE
COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)N=C(O)c1cccc2ccccc12;SPE
CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2nc(O)ccc12;SPE
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(O)=Nc2ccc(F)cn2)c(C)n1;SPE
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1;SPE
COc1ccc(-c2oc3cc(OC)ccc3c2C(=O)c2ccc(C#N)cc2)cc1;SPE
COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1;SPE
O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2cc(F)c(Oc3ccnc(N=C(O)C4CC4)c3)cc2F)CC1;SPE
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(O)=N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](N=C(O)[C@H](C(C)C)N(C)C)C(C)C;SPE
O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12;SPE
OC(=N/N=C/c1ccccc1O)c1ccccc1O;SPE
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;SPE
Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1;SPE
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl;SPE
OC1=NC(=NCc2cccs2)S/C1=C\c1ccc2ncccc2c1;SPE
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C;SPE
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2;SPE
COC(=O)c1ccc(O)cc1;SPE
Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@H](N6CCCCC6)C5)c34)cnn2C)cc1;SPE
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O;SPE
[O-][n+]1cccc(CO)c1;SPE
COc1ccc2ccc(=O)oc2c1CC=C(C)C;SPE
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O;SPE
Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12;SPE
CC(O)=Nc1cccc(N=c2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)[nH]2)c1C;SPE
CC1=CC(=O)c2ccccc2C1=O;SPE
Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(=N)O)cc24)CCC3)n1;SPE
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21;SPE
OCCN=C(O)CCCCCCCC(O)=NCCO;SPE
Oc1nc2ccccc2n1C1CCN(CCOc2ccccc2)CC1;SPE
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(O)nc(=N)[nH]c21;SPE
O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1;SPE
c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1;SPE
O=C1N=C(O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCCCC2)CC3)=C1c1cnc2ccccn12;SPE
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;SPE
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12;SPE
COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1;SPE
Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C;SPE
O=C(COc1cccc2c(O)nccc12)c1ccccc1;SPE
OC1=NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2;SPE
Cn1cc(-c2ccc3ncc(Cc4ccc5ncccc5c4)n3n2)cn1;SPE
c1ccc2nc(N3CCNCC3)ccc2c1;SPE
N=c1nc(/C=C/c2ccccc2)cc[nH]1;SPE
Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1;SPE
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1;SPE
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1;SPE
COc1nc(C)nc(Cl)c1NC1=NCCN1;SPE
N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1;SPE
O=C1c2ccccc2NC2=CCCCCN12;SPE
c1ccc2[nH]c(-c3cscn3)nc2c1;SPE
Cc1cc(=[NH2+])c2ccccc2n1CCCCCCCCCCn1c(C)cc(=[NH2+])c2ccccc21;SPE
Cn1ccc2cc(NC(O)=Nc3cccnc3)ccc21;SPE
c1ccc2c(CC3=NCCN3)cccc2c1;SPE
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(O)=NO)cn4)cc3n2)cn1;SPE
NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1;SPE
Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1;SPE
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1;SPE
Cc1cccc(Cc2cnc[nH]2)c1C;SPE
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21;SPE
N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1;SPE
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F;SPE
C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2;SPE
S=C=Nc1ccc(N=C=S)cc1;SPE
O=c1cc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)nc(O)n1C1CCCCC1;SPE
Nc1ncnc2c1ncn2CCOCP(=O)(O)O;SPE
Cc1ccc(Oc2ccccc2-c2csc(NC3=NCCCN3)n2)c(C)c1;SPE
COc1cc2c(=NC3CCN(C)CC3)[nH]c(N3CCCN(C)CC3)nc2cc1OCCCN(C)C;SPE
N#Cc1ccc(=NCCNCC(=O)N2CCC[C@H]2C#N)[nH]c1;SPE
O=C(O)c1cc(O)c(O)c(O)c1;SPE
COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O;SPE
c1nc2c(=NC3CCCCC3)[nH]c(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1;SPE
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O;SPE
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1;SPE
NCCCC(=O)O;SPE
CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1;SPE
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12;SPE
c1ccc(COCCCc2cnc[nH]2)cc1;SPE
CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1;SPE
CC(O)=NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1;SPE
CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO;SPE
CO[C@@]1(N=C(O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21;SPE
C[C@H](N=C(O)[C@@H](Cc1c[nH]c2ccccc12)N=C(O)[C@@H](N)Cc1cnc[nH]1)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@H](Cc1ccccc1)C(O)=N[C@@H](CCCCN)C(=N)O;SPE
CCOC(=O)c1cc(C#N)c(N2CCC(C(O)=NS(=O)(=O)Cc3ccccc3)CC2)nc1C;SPE
C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21;SPE
COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1;SPE
COC1CCN(c2cccc(-c3cc(N=C(C)O)nc(-n4nc(C)cc4C)n3)n2)CC1;SPE
O=C1c2ccccc2-n2c1nc1ccccc1c2=O;SPE
OC(=NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1;SPE
O=C1N=C(O)CN1/N=C/c1ccc([N+](=O)[O-])o1;SPE
C[C@H](NC(=NC#N)Nc1cccc2ncccc12)c1ccccc1;SPE
CC(O)=Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1;SPE
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1;SPE
CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1;SPE
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C;SPE
N=C(N)NCCC[C@@H](N)C(=O)O;SPE
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13;SPE
O=C1N=C(O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1;SPE
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-];SPE
CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N;SPE
COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC;SPE
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1;SPE
Cc1csc(S(=O)(=O)N(CC(C)C)c2cc3c(cc2OCc2ccc(C(=O)O)cc2)CCC3)n1;SPE
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1;SPE
c1cn2cc(-c3ccc4c[nH]nc4c3)[nH]c(=Nc3ccc(N4CCOCC4)cc3)c2n1;SPE
OB1OCc2cc(F)ccc21;SPE
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O;SPE
CNC(=O)c1cc(Oc2ccc(N=C(O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1;SPE
CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C;SPE
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4;SPE
O=c1nc(O)c(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1;SPE
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1;SPE
COc1ccc(C2CN=C(O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2;SPE
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1;SPE
CN1C(=O)N(C)C2C1N(C)C(=O)N2C;SPE
OCc1cccnc1;SPE
COc1ccc(C(C)(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1;SPE
N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1;SPE
Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1;SPE
Oc1ccccc1;SPE
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1;SPE
NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1;SPE
N=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1;SPE
O=c1nc(O)n(Cl)c(=O)n1Cl;SPE
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1;SPE
CC(=O)O.CC(O)=N[C@H](Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](CCCNC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O;SPE
N=c1ccc(/N=N/c2ccccc2)c(N)[nH]1;SPE
COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1;SPE
O=C(CCNCCc1ccc(Cl)c(Cl)c1)N(CCNCCc1ccc(O)c2c1OCC(O)=N2)C1CCCCC1;SPE
COc1cccc(N=c2nc[nH]n3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1;SPE
CCOCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O;SPE
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;SPE
Cc1ncc(CO)c(C=O)c1O;SPE
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C;SPE
Clc1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1;SPE
COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1;SPE
COc1cc2ncc(-c3ccccc3)nc2cc1OC;SPE
N=C(N)N;SPE
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3;SPE
OCCN=C(O)/C=C/c1ccccc1;SPE
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](N=C(C)O)[C@@H](N)C1;SPE
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1;SPE
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1;SPE
CO[C@H]1CC[C@H](N(c2cc(C3=CCCCC3)sc2C(=O)[O-])C(=O)[C@H]2CC[C@H](C)CC2)CC1;SPE
O=C(c1cc(C2CC2)on1)N(C1CCCCC1)C1CCCCC1;SPE
CN1[C@@H]2C[C@@H](O)C[C@H]1[C@@H]1O[C@@H]12;SPE
Cc1[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c(C)c1C(O)=NC[C@H](O)CN1CCOCC1;SPE
C[C@H](O)C(O)=Nc1c(I)c(C(O)=NC(CO)CO)c(I)c(C(O)=NC(CO)CO)c1I;SPE
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O;SPE
Oc1c(I)cc(I)c2cccnc12;SPE
Clc1cccc(N2CCNCC2)c1;SPE
CN1CCN(c2ccc(/C=C(\C#N)c3ccccc3Br)cc2)CC1;SPE
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12;SPE
COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1;SPE
CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC;SPE
C=CCN1CCc2[nH]c(=N)sc2CC1;SPE
Cc1cccc(C(=O)O)c1O;SPE
CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O;SPE
COc1ccc(-c2sc(N=C(O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1;SPE
NCCCC(O)(P(=O)(O)O)P(=O)(O)O;SPE
COc1ccc([C@@H]2CN=C(O)C2)cc1OC1CCCC1;SPE
C[C@@H](O)[C@H](N)C(=O)O;SPE
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N;SPE
CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(=NC2CCCC2)[nH]1;SPE
CCOC(=O)c1ccc(N)cc1;SPE
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O;SPE
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1;SPE
CC(C)N(CCc1c[nH]c2ccccc12)C(C)C;SPE
CC(C)C(O)=Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1;SPE
CCCc1cc(C(=N)S)ccn1;SPE
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1;SPE
N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1;SPE
COc1cc(Nc2nc3ccccc3[nH]c2=NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1;SPE
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O;SPE
NCCCCN;SPE
O=C(O)c1cc2ccccc2s1;SPE
O=C(O)CCc1ccc(NCc2cccc3c2CCCN3CCOc2ccccc2)cc1F;SPE
CCOC(O)=Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2;SPE
O=C(O)c1ccccc1N=C(O)C12CC3CC(CC(C3)C1)C2;SPE
O=C(Nc1ccc2c([O-])cc(S(=O)(=O)O)cc2c1)Nc1ccc2c([O-])cc(S(=O)(=O)O)cc2c1;SPE
CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]12;SPE
CCN(CC)CCNC(=O)c1ccc(N)cc1;SPE
O=C(O)C1CCC(c2cc3cccnc3c(-c3cccc(F)c3)n2)CC1;SPE
COc1cc(CN2CCN(c3ccc(F)cc3)CC2)cc(OC)c1OC;SPE
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O;SPE
C[N+](C)(C)CCOC(=N)O;SPE
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12;SPE
CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(C(F)(F)F)cc3)oc12;SPE
Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1;SPE
