CBDREGNO,SMILES,InChI Key,Type
17790,CC1(C)[C@H](NC(=O)c2ccc(N3CCN(CCC4CCN(C(=O)C5CCN(c6ccc7nnn(C8CCC(=O)NC8=O)c(=O)c7c6)CC5)CC4)CC3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,WQMZFAMKPZZVMS-HVMYGMEOSA-N,PROTAC
11073,CC1(C)[C@H](NC(=O)c2ccc(CCCCN3CCN(c4ccc5c(c4)CN([C@@H]4CCC(=O)NC4=O)C5=O)CC3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,LETWKTVPGPUBEO-PEAUKYNRSA-N,PROTAC
25240,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(OCCCCCCCCn2cc(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)nn2)cc1,IZHLISYNNRXQQO-KWXUBMIESA-N,PROTAC
10247,CC1CC2(CCN(c3ccc(C(=O)N4CCN(C5CN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)C5)CC4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,NHKHXXPNZPCCGN-UHFFFAOYSA-N,PROTAC
14084,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCSc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)CC2)n1,TWBLQEUPMCWVSA-UHFFFAOYSA-N,PROTAC
5268,Oc1ccc2c(c1)OC[C@H](c1ccc(F)cc1)[C@@H]2c1ccccc1,DVBQAMSVJGPALE-TZIWHRDSSA-N,Warhead
21797,CCc1cc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)ccc1OCCN1CCN(CC(=O)Nc2cccc(NC3CCC(=O)NC3=O)c2)C[C@@H]1CO,CCFBTFYWQZASOV-GWLFDFPQSA-N,Molecular Glue
13850,COC(=O)C[C@@H]1N=C(c2ccc(-c3ccc(C(=O)NCc4ccc(S(=O)(=O)Nc5ccc(C)c6c(C#N)c[nH]c56)cc4)c(F)c3F)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,MFNBRDIKFRFLHT-UMSFTDKQSA-N,PROTAC
8717,CN1C(=O)CCC(N2Cc3cc(N4CCN(CC5CCN(c6ccc([C@@H]7c8ccc(O)cc8CC[C@@H]7c7ccccc7)cc6F)CC5)CC4)ccc3C2=O)C1=O,PSMAXWVWPWNXJA-SIIOFVPNSA-N,PROTAC
10359,C[C@H]1CC2(CCN(c3ccc(C(=O)N4CC[C@@H](N5CCN(c6cc7c(cc6F)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,CANFLYFVLDBKMF-CTIHBNTOSA-N,PROTAC
3729,[2H]CN1CCN(CCOCCCCOCCCCOCC([2H])=O)CC1,UBXHHHQXBRCQME-KUJACOJISA-N,Linker
2308,[2H]c1ccc(N2C[C@@H]3C[C@H]2CN3CC2CCN([2H])CC2)cc1,ZQMFJPRGXPPHAC-ZNMKKXDLSA-N,Linker
2472,[2H]NCCNC(=O)C1CCN([2H])CC1,YMDISBGROMNAQE-ZSJDYOACSA-N,Linker
4710,COc1ccc(C(C)O)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CVMCGUOEGPAUID-UHFFFAOYSA-N,Warhead
988,[2H]C#CCOCCOCCOCCOCCOCCN[2H],BLBTXXAWMPTQOK-PFUFQJKNSA-N,Linker
22696,CCN(c1cc(-c2ccc(CN3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,ADDITQBYMLGESW-UHFFFAOYSA-N,Degrader
8433,O=C1CCC(N2C(=O)c3ccc(N4CCN(CC[C@@H]5C[C@H]5COc5ccc([C@@H]6c7ccc(O)cc7CC[C@@H]6c6ccccc6)cc5)CC4)cc3C2=O)C(=O)N1,ZREFLFMSMWOJIS-KMETZHPYSA-N,PROTAC
12736,Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,FGPAZAPDSOWQAF-DEONEJNQSA-N,PROTAC
24316,CCOCCn1cc(CCCCO)nn1,DFTQGVZBCBLMFW-UHFFFAOYSA-N,Linker
16182,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)O[C@@H]1C[C@@H](C(=O)NCc2ccc(-c3scnc3C)cc2)N(C(=O)[C@@H](NC(=O)CN2CCN(CC3CCN(c4ccc(-c5cnc6[nH]cc(C(=O)c7c(F)ccc(NS(=O)(=O)N8CC[C@@H](F)C8)c7F)c6c5)cc4)CC3)CC2)C(C)(C)C)C1,DTLQVOMQGPCLCA-GGEQQWCNSA-N,PROTAC
7454,Cc1cc(OCCCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1-c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1,ATJHUKXEFODAGT-UJGSORPVSA-N,PROTAC
24556,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOCCCOc2ccc(Nc3ncc(C(F)(F)F)c(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)(C)C)cc1,HBRPAVOAWSFQHJ-IIWOMYBWSA-N,PROTAC
17416,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(C3CCN(C(=O)[C@H]4CC[C@H](n5cc6cc(NC(=O)c7cccc(C(F)(F)F)n7)ncc6n5)CC4)CC3)c21,MLUYADLUANZXJS-ROYFHAAWSA-N,PROTAC
24571,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(CCOCCOCC(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)CC1,YWUXSFGOSXEERH-UHFFFAOYSA-N,PROTAC
25367,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(=O)CCCCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)CC1,XUHAJDPJTMKEEY-UHFFFAOYSA-N,PROTAC
20476,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(NCC3CC4(C3)CN(C(=O)c3ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc3)C4)c21,GSXLHNPETCNRSY-YZNHTLRASA-N,Degrader
1443,[2H]CCOC(C)C#Cc1ccc(O[C@H]2C[C@H](O[2H])C2)cn1,HATSSBUPMGBUAC-QUSQHWCHSA-N,Linker
5910,Oc1ccc(C2=C(c3cccnc3)CCCc3cc(O)ccc32)cc1,RZNSTODVLWKXQA-UHFFFAOYSA-N,Warhead
4773,CCCS(=O)(=O)Nc1ccnc2cc(-c3c[nH]nc3-c3ccncc3)ccc12,QYCSJFLMCSQCSZ-UHFFFAOYSA-N,Warhead
19258,COc1cccc([C@H]2COc3cc(O)ccc3[C@H]2c2ccc(N3CCC(CN(C)CC#Cc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)cc2)c1,MQSXDPQPILQFRV-HWUAAHNXSA-N,PROTAC
22235,COc1cc(O[C@H]2C(C)(C)[C@H](NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)nc6)CC5)CC4)cc3)C2(C)C)ccc1C#N,SHUPDFNLMFZUGB-CEFBISQZSA-N,Degrader
23688,O=C1CCC(N2Cc3c(F)cc(COC(=O)Nc4ccc(F)c(OC(F)(F)F)c4)cc3C2=O)C(=O)N1,VUYLIOVEZKIZOV-UHFFFAOYSA-N,Degrader
770,[2H]C(=O)CN1CCN(C2CC3(C2)CN([2H])C3)[C@@H](C)C1,DMYVDBSVZJRETC-GJJJQTEESA-N,Linker
22395,CNc1ccc(-c2ccc(-c3nc4ccc(NCCOCC(=O)Nc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)cc4s3)c(Cl)c2)cn1,ZYHJHQUKQFZMIZ-UHFFFAOYSA-N,Degrader
19349,O=C(Cc1cccc(F)c1)NCc1ccc(CNC(=O)c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,XMIOKUHXPWNYGU-UHFFFAOYSA-N,PROTAC
5327,O=C(O)C1(c2ccccc2Br)CC1,BJFFZQJYJMQPHY-UHFFFAOYSA-N,Warhead
20194,NC(=O)c1ncc(N2CCCC(N3CCN(C4COC4)C3=O)C2)nc1Nc1ccc2c(c1)CCN(CC1CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C2,AMOYUWJQBXDSBF-UHFFFAOYSA-N,Degrader
6351,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,ZLOXMSNKPDWMEF-IRQCGSAXSA-N,E3 Binder
3272,[2H]C(=O)CN1CCC([2H])CC1,ZMQKVTSIRCJPOE-COMABECVSA-N,Linker
11118,CC1(C)[C@H](NC(=O)c2cnc(N3CCC4(CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)nc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,BIJRTCLUPHEZOP-QFRTWJHBSA-N,PROTAC
12761,O=C1CCC(N2C(=O)c3ccc(OCCOCC#Cc4ccc(O[C@H]5C[C@H](Oc6ccc(-c7ccc8c(c7)[nH]c7ccncc78)cn6)C5)cn4)cc3C2=O)C(=O)N1,KXNSACYPNMWTJH-LYTIDBDVSA-N,PROTAC
22044,CN(CCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(C)(C)C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,HODNTCWUJMAAND-OSRRZMJMSA-N,Degrader
11809,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)cn2c1NCC[C@H]2C1CCN(C(=O)CCN2CCC(CN3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)CC1,YDNRFQAHMCHTJX-ZAGGQVEOSA-N,PROTAC
15549,O=C1CCC(N2C(=O)c3ccc(N4CCC(O[C@@H]5CCC[C@@H](n6cc(-c7ccc8c(c7)CC/C8=N\O)c(-c7ccncc7)n6)C5)CC4)cc3C2=O)C(=O)N1,PAGWSDAXDSYFPR-NUDSUKKSSA-N,PROTAC
5337,CC(=O)NCCn1c2ccccc2c2cccnc21,QGWBVQQHIZSNOF-UHFFFAOYSA-N,Warhead
21863,CCc1cc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)ccc1OCCN1CCN([C@@H](C)C(=O)Nc2cc(F)cc(NC3CCC(=O)NC3=O)c2)CC1,XAZAGPFVURWKCJ-YNBNEFOKSA-N,Molecular Glue
25251,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CCOCCOCCOCCOCC(=O)Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,MVXHKLZUALKPTB-UHFFFAOYSA-N,PROTAC
18567,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(O[C@H]5C[C@H](N6CCC(c7c(F)cc8c(c7F)CN(C7CCC(=O)NC7=O)C8=O)CC6)C5)CC4)ncc3Cl)ccc2n(C(C)C)c1=O,ZBPQFOBZWTUVAY-DOIACJPSSA-N,PROTAC
17883,CC1(C)[C@H](NC(=O)c2ccc(-n3cc(CN4CCN(C(=O)C5CCN(c6ccc7nnn(C8CCC(=O)NC8=O)c(=O)c7c6)CC5)CC4)nn3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,IWBCQTSVSUBGKB-NJDDYAJPSA-N,PROTAC
4209,CC1(C)[C@H](NC(=O)c2ccc(Cl)cc2F)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,GLZJVPBYUANXDM-MXVIHJGJSA-N,Warhead
8326,O=C1CCC(N2C(=O)c3ccc(NCCCCN4CCN(c5ccc([C@H]6c7ccc(O)cc7CC[C@H]6c6ccccc6)cc5)CC4)cc3C2=O)C(=O)N1,XQXOOHAIIMHGMR-VXGIPUHASA-N,PROTAC
21494,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C1=NO[C@@](C)(c2ccc(-c3ccccc3F)cc2)N1)c1cc([C@H]2CC3(C2)C[C@H](N2CCC(c4cnc(N5C6CCC5CN(c5cc(-c7ccccc7O)nnc5N)C6)nc4)CC2)C3)no1,JEFDYYXUPKLPNN-YDQITUPVSA-N,Degrader
4231,CC1(C)[C@H](NC(=O)c2cncnc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,FHBNOLYCXGSWKK-IYARVYRRSA-N,Warhead
16973,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCN1C[C@@H]1CCN(CC2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)C1,NSZWBPDLIXHCIN-PANKCDLTSA-N,PROTAC
20900,Cn1nc(N2CCC(=O)NC2=O)c2ccc(N3CCN(CC(=O)N4CCN(c5ccc(-c6cc(F)c7c(c6)C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)cc8cn[nH]c68)C7)cc5)CC4)CC3)cc21,JDZMWYJLCBLIHQ-UHFFFAOYSA-N,Degrader
4216,Cc1nc(Cl)nc(C)c1C(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(Cl)c2)C1(C)C,RCFYJKVYXKSJPQ-WGSAOQKQSA-N,Warhead
14256,COc1cc(N2CCC(N(C)C(=O)CCCSc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,DXXNUJSCLXZSRS-UHFFFAOYSA-N,PROTAC
18918,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C(=O)CCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1)c1ccccc1,KURDVBWBZITUCY-LCNSVZBRSA-N,PROTAC
5394,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(CC(=O)O)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,VRKMOMLLUPWFLA-UHFFFAOYSA-N,Warhead
6328,C[C@]1(N2Cc3cc(F)ccc3C2=O)CCC(=O)NC1=O,PGYHMVTWJURLHR-AWEZNQCLSA-N,E3 Binder
1312,[2H]NCCOc1cccc([C@@H](C)N[2H])c1,HAIVLKHIIQEDTN-CHQMPMPUSA-N,Linker
13977,Cc1nc2c(F)cc(-c3nc(Nc4ccc(CN5CCN(CCCCCCSc6cccc7c6CN(C6CCC(=O)NC6=O)C7=O)CC5)cn4)ncc3F)cc2n1C(C)C,BTKBUCHIWBPFCN-UHFFFAOYSA-N,PROTAC
17980,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(-c2ccc(OCC(=O)NCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)nc1,MLMKPBCMZWBUTN-UHFFFAOYSA-N,PROTAC
15432,O=C1CCC(N2C(=O)c3ccc(N4CCN(CCCCCCOc5ccc(-c6cnc7[nH]cc(C(=O)c8c(F)ccc(NS(=O)(=O)N9CC[C@@H](F)C9)c8F)c7c6)cc5)CC4)cc3C2=O)C(=O)N1,CWKVKRZUJVOJSE-HOPWYFMXSA-N,PROTAC
12475,N#Cc1ccc(N2CCc3c(ncnc3Nc3ccc(C(=O)NCCCCN4CCN(c5ccc(N6CCC(=O)NC6=O)cc5)CC4)c(F)n3)C2)nc1Cl,NWNYHTPMVKYZOP-UHFFFAOYSA-N,PROTAC
13603,C[C@H]1CCc2c(ccc(-c3cnn(C4CCN(C5CN(C6CN(C7CN(c8ccc9c(c8)C(=O)N(C8CCC(=O)NC8=O)C9=O)C7)C6)C5)CC4)c3)c2OC2CCC2)N1C(=O)C1CC1,ZFXUNBTZUZPJHP-DHZXTJRXSA-N,PROTAC
24944,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(C(=O)COCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1,IKMORLNNOZODIR-GPPJZCFZSA-N,PROTAC
11361,CC1(C)[C@H](NC(=O)c2ccc(N3CC4CN(C(=O)N5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4C3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,WJOXUWVHFNPZNS-HDOWKGEISA-N,PROTAC
22382,CN(C)c1ccc(-c2ccc(-c3nc4ccc(OCCOCCOc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)cc4o3)cn2)cn1,LKJLBHXJYDUEMT-UHFFFAOYSA-N,Degrader
10205,CC1CC2(CCN(c3ccc(C(=O)N4CCN(C5CN(c6cc7c(cc6F)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)cc3)CC2)CN1c1ccc(C#N)c(Cl)c1,NJUICGQLRIEWQP-UHFFFAOYSA-N,PROTAC
11869,CN(C/C=C/C(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1)CCOCCOCCOCCNc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,QMNZVTOXKZRJAB-LTIKKEOZSA-N,PROTAC
15579,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCN2CCN(c3ccc(-c4cnc5[nH]cc(C(=O)c6c(F)ccc(NS(=O)(=O)N7CC[C@@H](F)C7)c6F)c5c4)cc3)CC2)C(C)(C)C)cc1,XXUWEGRHQDDGMG-IMTBOYNESA-N,PROTAC
15943,O=C1CCC(N2Cc3cc(N4CCC5(CCN(CC6CCN(c7ccc(-c8cnc9[nH]cc(C(=O)c%10c(F)ccc(NS(=O)(=O)N%11CC[C@@H](F)C%11)c%10F)c9c8)cc7)CC6)CC5)CC4)ccc3C2=O)C(=O)N1,OLAAGWIULGVOMW-YRONADQGSA-N,PROTAC
20739,C[C@H]1CC2(CCN(c3ccc(N4CCC(N5CC(N(C)c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)nc3)CC2)CN1c1ccc(C#N)c(Cl)c1,VIXMBGDCTVVYTB-YTCZSSRZSA-N,Degrader
4264,Cc1cc(C#N)cc(C)c1O[C@H]1C(C)(C)[C@H](NC(=O)c2ccc(F)cc2)C1(C)C,DAYHSECQBSCWOQ-HZCBDIJESA-N,Warhead
16384,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCCOCC(=O)NCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,YQVTUZWXOOSLJL-CHUZEWKNSA-N,PROTAC
9400,O=C1CCC(N2Cc3cc(O[C@@H]4CCCC[C@H]4NCc4ccncc4)ccc3C2=O)C(=O)N1,RTBLGMBETDQMPB-NHXNGRAPSA-N,Molecular Glue
13113,Cc1cnc(Nc2ccc3cnccc3c2)cc1N1CC(OC2CCN(CCOc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)C1,BDYURTNOSJRYCQ-UHFFFAOYSA-N,PROTAC
1934,[2H]CCN1CCN(C2CCN([2H])CC2)CC1,JOXMSOKQNJLNEN-PFUFQJKNSA-N,Linker
22778,CNC(=O)c1cnc(Nc2ccc(CN3CCC(c4cccc5c4n(C)c(=O)n5C4CCC(=O)NC4=O)CC3)cn2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,RIYUYZJLBRXVKV-UHFFFAOYSA-N,Degrader
16779,CC(C)C[C@H]1[C@H](c2c(F)cc(SC3CN(CC(C)C)C3)cc2F)c2ccc3[nH]ncc3c2CN1C,PQJIGEYNWWXSLD-RRPNLBNLSA-N,Molecular Glue
12893,Cn1c2ccncc2c2ccc(-c3ccc(O[C@H]4C[C@H](OC5CCN(CCCC#CCOc6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)nc3)cc21,CHMOQIQOMQHEOC-OJIVUOFHSA-N,PROTAC
2094,[2H]c1ccc(C2CCN([2H])C2)cc1,PRRFFTYUBPGHLE-PFUFQJKNSA-N,Linker
18565,CNC(=O)COc1cc2cc(Nc3nc(N4CCN(CC5(F)CCN(c6cccc7c6CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)ncc3Cl)ccc2n(C(C)C)c1=O,UFHKAJZKKZQYSP-UHFFFAOYSA-N,PROTAC
13981,COc1cc(N2CCN(C(=O)CCCCSc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,ZOSIDASMVHXWGC-UHFFFAOYSA-N,PROTAC
5009,N#Cc1cnc2c(C(=O)Nc3ccc4nn([C@H]5CC[C@H](C=O)CC5)cc4c3)cnn2c1,XDJOQXSJZJOIHK-PPUGGXLSSA-N,Warhead
4680,COc1ccccc1Nc1ncc(Br)c(Nc2ccccc2P(C)(C)=O)n1,SUUGRVYRILHFSZ-UHFFFAOYSA-N,Warhead
24280,CCCNC(=O)CO,AVMYPXOTVDWXBQ-UHFFFAOYSA-N,Linker
7631,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CN(C)CCCCOCCCOc2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2)C(C)(C)C)cc1,FUCRFGMGNNKCEJ-UMWCMSNQSA-N,PROTAC
2510,[2H][C@H](C)CN1CCN(CCOC2CCN([2H])CC2)CC1,YBOIBPVHRYTNFZ-QZBOUCNQSA-N,Linker
14617,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOc2ccc(-c3ccc4c(c3)[nH]c3ccncc34)cn2)c1,ZZROUWJPXGGCMO-NQNQWMHQSA-N,PROTAC
16709,O=C1CCC(n2ncc(Oc3ccc(N4CCN(CCOc5ccc([C@@H]6c7ccc(O)cc7CC[C@@H]6c6ccc(F)cc6)cc5)CC4)nc3)cc2=O)C(=O)N1,IWAKTHARHXGBHO-KQRGJIEGSA-N,PROTAC
20013,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)C1,MUKUXWOIAHKKTC-ITWUZBKNSA-N,Degrader
7888,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CNC(=O)c2ccc(Oc3ccc(C(=O)N[C@@H](C)Cn4ccc(-c5ccc(C#N)c(Cl)c5)n4)cc3)cc2)C(C)(C)C)cc1,KIWKXOZFJIJYAQ-DYTDRTTASA-N,PROTAC
8805,O=C1CCC(N2Cc3cc(O[C@H]4CCC[C@@H]4N4CCOCC4)ccc3C2=O)C(=O)N1,PJJFUAKCVAOKKB-JVUMBYKBSA-N,Molecular Glue
1527,[2H]CCCN1CCC(O[C@H]2C[C@H](O[2H])C2)CC1,OQYAFURCCKXMDW-CAEBVCTJSA-N,Linker
434,[2H]CCC1CCC(N2CCN([2H])CC2)C1,CDZKYJTZGBSNSJ-PFUFQJKNSA-N,Linker
21191,COc1cc(N2CCN(C(=O)CC3(O)CCN(c4ccc(NC5CCC(=O)NC5=O)cc4)CC3)CC2)ccc1Nc1ncc(Br)c(Nc2ccccc2C(C)=O)n1,INMPEFMVXNKIDO-UHFFFAOYSA-N,Degrader
9163,O=C1CCC(N2Cc3cc(O[C@H]4CCCC[C@H]4N4CC(OCC5CC5)C4)ccc3C2=O)C(=O)N1,HQBCLYBNVNPUIV-CTDXOEGXSA-N,Molecular Glue
22509,O=C1CC[C@H](N2Cc3cc(N4CCN(CC5CCN(c6ccc(C7=C(c8ccccc8Cl)CCCc8c7ccc7[nH]ncc87)cc6)CC5)CC4)ccc3C2=O)C(=O)N1,GCDFTJAWDCFUBT-QLKFWGTOSA-N,Degrader
14708,Cc1ccc(C#CCOc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1N1CCC(O[C@H]2C[C@H](Oc3ccc(-c4ccc5c6cnccc6n(C)c5c4)cn3)C2)CC1,FZVQYTNHWMBHHU-HMRDGLPVSA-N,PROTAC
24007,CCOCCn1cc(C)nn1,ZSUBJILEBOCSPA-UHFFFAOYSA-N,Linker
13588,C[C@H]1CCc2c(ccc(-c3cnn(C4CCN(C(=O)CN5CC(N6CCC(C#Cc7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)CC4)c3)c2OC2CCC2)N1C(=O)C1CC1,OKNFSRCMOYUKNQ-RQPUMPGKSA-N,PROTAC
14549,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC(=O)N2CCN(c3ccn4c(n3)nc3ccccc34)CC2)C(C)(C)C)cc1,YRLAIBUMZBUPLD-WLIZDPAJSA-N,PROTAC
5672,COc1nc(N2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(C)=O)n1,NCXISNYDEIQUPF-UHFFFAOYSA-N,Warhead
10619,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2cc3cc(OCCNC(=O)C[C@@H]4N=C(c5ccc(Cl)cc5)c5c(sc(C)c5C)-n5c(C)nnc54)ccc3o2)C(C)(C)C)cc1,TVLMJBPYMIFFTN-AWLCFKTPSA-N,PROTAC
16036,COc1cc(-c2scnc2C)ccc1[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CN1CCN(CC2CCN(c3ccc(-c4cnc5[nH]cc(C(=O)c6c(F)ccc(NS(=O)(=O)N7CC[C@@H](F)C7)c6F)c5c4)cc3)CC2)CC1)C(C)(C)C,ZKSIALYXKGEIQH-DRCYUUKKSA-N,PROTAC
20482,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(N3CCC4(CC3)CN(C(=O)c3ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc3)C4)c21,DTEWUQJLSNSEAY-YZNHTLRASA-N,Degrader
